Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,Returns
16-12-2016,765,765.13,754,757.77,4848219,0,1,765,765.13,754,757.77,4848219,0.010860815
19-12-2016,758.89,770.5,756.16,766,3113240,0,1,758.89,770.5,756.16,766,3113240,0.006814621
20-12-2016,768.65,774.39,767.71,771.22,2703629,0,1,768.65,774.39,767.71,771.22,2703629,-0.000803921
21-12-2016,770,771.22,765.7,770.6,2044629,0,1,770,771.22,765.7,770.6,2044629,-0.00552816
22-12-2016,768.12,771.21,763.02,766.34,2543551,0,1,768.12,771.21,763.02,766.34,2543551,-0.007503197
23-12-2016,764.55,766.5,757.99,760.59,1981616,0,1,764.55,766.5,757.99,760.59,1981616,0.014212651
27-12-2016,763.4,774.65,761.2,771.4,2638725,0,1,763.4,774.65,761.2,771.4,2638725,0.000946331
28-12-2016,776.25,780,770.5,772.13,3301025,0,1,776.25,780,770.5,772.13,3301025,-0.009039929
29-12-2016,772.4,773.4,760.85,765.15,3158299,0,1,772.4,773.4,760.85,765.15,3158299,-0.019969941
30-12-2016,766.47,767.3999,748.28,749.87,4139449,0,1,766.47,767.3999,748.28,749.87,4139449,
